,Al Franken (D-MN),Amy Klobuchar (D-MN),Angus King (I-ME),Barbara Boxer (D-CA),Barbara Mikulski (D-MD),Ben Cardin (D-MD),Ben Sasse (R-NE),Bernie Sanders (I-VT),Bill Cassidy (R-LA),Bill Nelson (D-FL),Bob Casey (D-PA),Bob Corker (R-TN),Brian Schatz (D-HI),Charles Schumer (D-NY),Christopher Coons (D-DE),Christopher Murphy (D-CT),Chuck Grassley (R-IA),Claire McCaskill (D-MO),Cory Booker (D-NJ),Cory Gardner (R-CO),Dan Coats (R-IN),Dan Sullivan (R-AK),David Perdue (R-GA),David Vitter (R-LA),Dean Heller (R-NV),Deb Fischer (R-NE),Debbie Stabenow (D-MI),Dianne Feinstein (D-CA),Edward Markey (D-MA),Elizabeth Warren (D-MA),Gary Peters (D-MI),Harry Reid (D-NV),Heidi Heitkamp (D-ND),James  Risch (R-ID),James Lankford (R-OK),Jeanne Shaheen (D-NH),Jeff Flake (R-AZ),Jeff Merkley (D-OR),Jefferson Sessions (R-AL),Jerry Moran (R-KS),Jim Inhofe (R-OK),Joe Donnelly (D-IN),Joe Manchin (D-WV),John Barrasso (R-WY),John Boozman (R-AR),John Cornyn (R-TX),John Hoeven (R-ND),John McCain (R-AZ),John Reed (D-RI),John Thune (R-SD),Johnny Isakson (R-GA),Jon Tester (D-MT),Joni Ernst (R-IA),Kelly Ayotte (R-NH),Kirsten Gillibrand (D-NY),Lamar Alexander (R-TN),Lindsey Graham (R-SC),Lisa Murkowski (R-AK),Marco Rubio (R-FL),Maria Cantwell (D-WA),Mark Kirk (R-IL),Mark Warner (D-VA),Martin Heinrich (D-NM),Mazie Hirono (D-HI),Michael Bennet (D-CO),Mike Crapo (R-ID),Mike Enzi (R-WY),Mike Lee (R-UT),Mike Rounds (R-SD),Mitch McConnell (R-KY),Orrin Hatch (R-UT),Pat Roberts (R-KS),Pat Toomey (R-PA),Patrick Leahy (D-VT),Patty Murray (D-WA),Rand Paul (R-KY),Richard Blumenthal (D-CT),Richard Burr (R-NC),Richard Durbin (D-IL),Richard Shelby (R-AL),Rob Portman (R-OH),Robert Menendez (D-NJ),Roger Wicker (R-MS),Ron Johnson (R-WI),Ron Wyden (D-OR),Roy Blunt (R-MO),Sheldon Whitehouse (D-RI),Shelley Capito (R-WV),Sherrod  Brown (D-OH),Steve Daines (R-MT),Susan Collins (R-ME),Tammy Baldwin (D-WI),Ted Cruz (R-TX),Thad Cochran (R-MS),Thomas Carper (D-DE),Thomas Tillis (R-NC),Timothy Kaine (D-VA),Timothy Scott (R-SC),Tom Cotton (R-AR),Tom Udall (D-NM),subjects,title,voteDate,voteResult
175,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Yea,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Yea,Nay,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Yea,Nay,Yea,Nay,Yea,Yea,Yea,Nay,Nay,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Nay,Yea,Yea,Nay,Yea,Not Voting,Yea,Not Voting,Nay,Yea,Nay,Nay,Nay,Nay,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Nay,Nay,Yea,Nay,Yea,Nay,Yea,Yea,Nay,Yea,Yea,Nay,Yea,Nay,Yea,Nay,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Nay,"[u'Accounting and auditing', u'Administrative law and regulatory procedures', u'Administrative remedies', u'Advisory bodies', u'Agricultural insurance', u'Agricultural prices, subsidies, credit', u'Agricultural trade', u'Air quality', u'Appropriations', u'Arab-Israeli relations', u'Arctic and polar regions', u'Asia', u'Aviation and airports', u'Budget deficits and national debt', u'Budget process', u'Civil actions and liability', u'Competitiveness, trade promotion, trade deficits', u'Congressional committees', u'Congressional operations and organization', u'Congressional oversight', u'Corporate finance and management', u'Crime victims', u'Criminal investigation, prosecution, interrogation', u'Currency', u'Customs enforcement', u'Debt collection', u'Defense spending', u'Department of the Treasury', u'Digital media', u'Disability assistance', u'Economic performance and conditions', u'Economics and Public Finance', u'Employee benefits and pensions', u'Employment discrimination and employee rights', u'Endangered and threatened species', u'Energy storage, supplies, demand', u'Environmental assessment, monitoring, research', u'Environmental regulatory procedures', u'Environmental technology', u'Europe', u'European Union', u'Evidence and witnesses', u'Executive agency funding and structure', u'Federal Communications Commission (FCC)', u'Federal officials', u'Fires', u'First responders and emergency personnel', u'Food supply, safety, and labeling', u'Fraud offenses and financial crimes', u'Free trade and trade barriers', u'Government employee pay, benefits, personnel management', u'Government ethics and transparency, public corruption', u'Government information and archives', u'Government trust funds', u'Home and outpatient care', u'Hospital care', u'House Committee on Ways and Means', u'House of Representatives', u'Human rights', u'Income tax exclusion', u'Inflation and prices', u'Intellectual property', u'Internal Revenue Service (IRS)', u'International monetary system and foreign exchange', u'International organizations and cooperation', u'Internet and video services', u'Israel', u'Judges', u'Judicial review and appeals', u'Labor standards', u'Law enforcement officers', u'Legislative rules and procedure', u'Licensing and registrations', u'Manufacturing', u'Marine and coastal resources, fisheries', u'Marine pollution', u'Medicaid', u'Medical tests and diagnostic methods', u'Medicare', u'Middle East', u'Military operations and strategy', u'Office of the U.S. Trade Representative', u'Oil and gas', u'Personnel records', u'Poverty and welfare assistance', u'Prescription drugs', u'Presidents and presidential powers, Vice Presidents', u'Public participation and lobbying', u'Railroads', u'Religion', u'Research administration and funding', u'Research and development', u'Rule of law and government transparency', u'Rural conditions and development', u'Sanctions', u'Seafood', u'Senate Committee on Finance', u'Senate Committee on the Budget', u'Separation, divorce, custody, support', u'Service industries', u'Small business', u'Social Security Administration', u'Social security and elderly assistance', u'Sovereignty, recognition, national governance and status', u'State and local government operations', u'Strategic materials and reserves', u'Tariffs', u'Tax administration and collection, taxpayers', u'Tax-exempt organizations', u'Taxation', u'Telephone and wireless communication', u'Trade agreements and negotiations', u'Trade restrictions', u'Transportation employees', u'U.S. Capitol', u'U.S. and foreign investments', u'Wages and earnings', u'Water quality', u'Wetlands', u'Wildlife conservation and habitat protection', u'Youth employment and child labor']",H.R. 1314,"May 12, 2015,  02:32 PM",Cloture on the Motion to Proceed Rejected
176,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Nay,Yea,Yea,Yea,Nay,Nay,Nay,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Yea,[],PN31,"May 13, 2015,  01:59 PM",Nomination Confirmed
177,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,"[u'Administrative law and regulatory procedures', u'Administrative remedies', u'Africa', u'Agricultural trade', u'Budget deficits and national debt', u'Caribbean area', u'Congressional oversight', u'Corporate finance and management', u'Customs enforcement', u'Department of the Treasury', u'Economic development', u'Food assistance and relief', u'Foreign Trade and International Finance', u'Foreign aid and international relief', u'Government information and archives', u'Haiti', u'Higher education', u'Income tax credits', u'Income tax deductions', u'Internal Revenue Service (IRS)', u'Judicial review and appeals', u'Latin America', u'Medicare', u'Outdoor recreation', u'Student aid and college costs', u'Tariffs', u'Tax administration and collection, taxpayers', u'Tax-exempt organizations', u'Taxation', u'Trade agreements and negotiations', u'U.S. and foreign investments', u'User charges and fees', u'Women in business', u""Women's employment"", u""Women's rights""]",H.R. 1295,"May 14, 2015,  12:00 PM",Bill Passed
178,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Not Voting,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Nay,Not Voting,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Nay,Nay,Yea,Yea,Yea,Yea,Nay,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Nay,Yea,Yea,Nay,Yea,Yea,Nay,Yea,"[u'Administrative law and regulatory procedures', u'Administrative remedies', u'Advisory bodies', u'Agricultural trade', u'Alaska', u'Arab-Israeli relations', u'Archaeology and anthropology', u'Aviation and airports', u'Canada', u'Charitable contributions', u'Competitiveness, trade promotion, trade deficits', u'Computers and information technology', u'Congressional oversight', u'Currency', u'Customs enforcement', u'Department of Homeland Security', u'Economic performance and conditions', u'Employee benefits and pensions', u'Employment discrimination and employee rights', u'Environmental regulatory procedures', u'Executive agency funding and structure', u'Federal officials', u'Financial services and investments', u'Food assistance and relief', u'Foreign Trade and International Finance', u'Free trade and trade barriers', u'Gaza Strip', u'Government employee pay, benefits, personnel management', u'Government information and archives', u'Government studies and investigations', u'Government trust funds', u'Historical and cultural resources', u'Horticulture and plants', u'Human rights', u'Income tax deductions', u'Indian lands and resources rights', u'Intellectual property', u'Interest, dividends, interest rates', u'International monetary system and foreign exchange', u'International organizations and cooperation', u'Israel', u'Labor standards', u'Land use and conservation', u'Latin America', u'Legislative rules and procedure', u'Manufacturing', u'Mexico', u'Middle East', u'Office of the U.S. Trade Representative', u'Palestinians', u'Performance measurement', u'Product safety and quality', u'Sales and excise taxes', u'Sanctions', u'Small business', u'Smuggling and trafficking', u'Social work, volunteer service, charitable organizations', u'Tariffs', u'Tax administration and collection, taxpayers', u'Tax-exempt organizations', u'Trade agreements and negotiations', u'Trade restrictions', u'Travel and tourism', u'U.S. International Trade Commission', u'User charges and fees', u'Visas and passports', u'West Bank', u'Wildlife conservation and habitat protection', u'Youth employment and child labor']",H.R. 644,"May 14, 2015,  12:28 PM",Bill Passed
179,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Not Voting,Yea,Nay,Yea,Nay,Nay,Yea,Nay,Yea,Yea,Nay,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Nay,Yea,Nay,Nay,Nay,Nay,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Nay,Nay,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Nay,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Nay,Yea,Nay,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Nay,Yea,Nay,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Nay,"[u'Accounting and auditing', u'Administrative law and regulatory procedures', u'Administrative remedies', u'Advisory bodies', u'Agricultural insurance', u'Agricultural prices, subsidies, credit', u'Agricultural trade', u'Air quality', u'Appropriations', u'Arab-Israeli relations', u'Arctic and polar regions', u'Asia', u'Aviation and airports', u'Budget deficits and national debt', u'Budget process', u'Civil actions and liability', u'Competitiveness, trade promotion, trade deficits', u'Congressional committees', u'Congressional operations and organization', u'Congressional oversight', u'Corporate finance and management', u'Crime victims', u'Criminal investigation, prosecution, interrogation', u'Currency', u'Customs enforcement', u'Debt collection', u'Defense spending', u'Department of the Treasury', u'Digital media', u'Disability assistance', u'Economic performance and conditions', u'Economics and Public Finance', u'Employee benefits and pensions', u'Employment discrimination and employee rights', u'Endangered and threatened species', u'Energy storage, supplies, demand', u'Environmental assessment, monitoring, research', u'Environmental regulatory procedures', u'Environmental technology', u'Europe', u'European Union', u'Evidence and witnesses', u'Executive agency funding and structure', u'Federal Communications Commission (FCC)', u'Federal officials', u'Fires', u'First responders and emergency personnel', u'Food supply, safety, and labeling', u'Fraud offenses and financial crimes', u'Free trade and trade barriers', u'Government employee pay, benefits, personnel management', u'Government ethics and transparency, public corruption', u'Government information and archives', u'Government trust funds', u'Home and outpatient care', u'Hospital care', u'House Committee on Ways and Means', u'House of Representatives', u'Human rights', u'Income tax exclusion', u'Inflation and prices', u'Intellectual property', u'Internal Revenue Service (IRS)', u'International monetary system and foreign exchange', u'International organizations and cooperation', u'Internet and video services', u'Israel', u'Judges', u'Judicial review and appeals', u'Labor standards', u'Law enforcement officers', u'Legislative rules and procedure', u'Licensing and registrations', u'Manufacturing', u'Marine and coastal resources, fisheries', u'Marine pollution', u'Medicaid', u'Medical tests and diagnostic methods', u'Medicare', u'Middle East', u'Military operations and strategy', u'Office of the U.S. Trade Representative', u'Oil and gas', u'Personnel records', u'Poverty and welfare assistance', u'Prescription drugs', u'Presidents and presidential powers, Vice Presidents', u'Public participation and lobbying', u'Railroads', u'Religion', u'Research administration and funding', u'Research and development', u'Rule of law and government transparency', u'Rural conditions and development', u'Sanctions', u'Seafood', u'Senate Committee on Finance', u'Senate Committee on the Budget', u'Separation, divorce, custody, support', u'Service industries', u'Small business', u'Social Security Administration', u'Social security and elderly assistance', u'Sovereignty, recognition, national governance and status', u'State and local government operations', u'Strategic materials and reserves', u'Tariffs', u'Tax administration and collection, taxpayers', u'Tax-exempt organizations', u'Taxation', u'Telephone and wireless communication', u'Trade agreements and negotiations', u'Trade restrictions', u'Transportation employees', u'U.S. Capitol', u'U.S. and foreign investments', u'Wages and earnings', u'Water quality', u'Wetlands', u'Wildlife conservation and habitat protection', u'Youth employment and child labor']",H.R. 1314,"May 14, 2015,  01:55 PM",Cloture on the Motion to Proceed Agreed to
180,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Nay,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Nay,Nay,Nay,Nay,Not Voting,Nay,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Nay,Yea,Nay,Yea,Nay,Nay,Nay,Yea,Yea,Nay,Nay,Nay,Nay,Not Voting,Yea,Nay,Not Voting,Yea,Nay,Nay,Yea,Not Voting,Not Voting,Not Voting,Not Voting,Yea,Nay,Yea,Yea,Yea,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Not Voting,Yea,Not Voting,Nay,Yea,Yea,Not Voting,Nay,Not Voting,Yea,Nay,Nay,Nay,Nay,Yea,Nay,Yea,Nay,Yea,Yea,Not Voting,Nay,Yea,Nay,Yea,Not Voting,Nay,Yea,"[u'Accounting and auditing', u'Administrative law and regulatory procedures', u'Administrative remedies', u'Advisory bodies', u'Agricultural insurance', u'Agricultural prices, subsidies, credit', u'Agricultural trade', u'Air quality', u'Appropriations', u'Arab-Israeli relations', u'Arctic and polar regions', u'Asia', u'Aviation and airports', u'Budget deficits and national debt', u'Budget process', u'Civil actions and liability', u'Competitiveness, trade promotion, trade deficits', u'Congressional committees', u'Congressional operations and organization', u'Congressional oversight', u'Corporate finance and management', u'Crime victims', u'Criminal investigation, prosecution, interrogation', u'Currency', u'Customs enforcement', u'Debt collection', u'Defense spending', u'Department of the Treasury', u'Digital media', u'Disability assistance', u'Economic performance and conditions', u'Economics and Public Finance', u'Employee benefits and pensions', u'Employment discrimination and employee rights', u'Endangered and threatened species', u'Energy storage, supplies, demand', u'Environmental assessment, monitoring, research', u'Environmental regulatory procedures', u'Environmental technology', u'Europe', u'European Union', u'Evidence and witnesses', u'Executive agency funding and structure', u'Federal Communications Commission (FCC)', u'Federal officials', u'Fires', u'First responders and emergency personnel', u'Food supply, safety, and labeling', u'Fraud offenses and financial crimes', u'Free trade and trade barriers', u'Government employee pay, benefits, personnel management', u'Government ethics and transparency, public corruption', u'Government information and archives', u'Government trust funds', u'Home and outpatient care', u'Hospital care', u'House Committee on Ways and Means', u'House of Representatives', u'Human rights', u'Income tax exclusion', u'Inflation and prices', u'Intellectual property', u'Internal Revenue Service (IRS)', u'International monetary system and foreign exchange', u'International organizations and cooperation', u'Internet and video services', u'Israel', u'Judges', u'Judicial review and appeals', u'Labor standards', u'Law enforcement officers', u'Legislative rules and procedure', u'Licensing and registrations', u'Manufacturing', u'Marine and coastal resources, fisheries', u'Marine pollution', u'Medicaid', u'Medical tests and diagnostic methods', u'Medicare', u'Middle East', u'Military operations and strategy', u'Office of the U.S. Trade Representative', u'Oil and gas', u'Personnel records', u'Poverty and welfare assistance', u'Prescription drugs', u'Presidents and presidential powers, Vice Presidents', u'Public participation and lobbying', u'Railroads', u'Religion', u'Research administration and funding', u'Research and development', u'Rule of law and government transparency', u'Rural conditions and development', u'Sanctions', u'Seafood', u'Senate Committee on Finance', u'Senate Committee on the Budget', u'Separation, divorce, custody, support', u'Service industries', u'Small business', u'Social Security Administration', u'Social security and elderly assistance', u'Sovereignty, recognition, national governance and status', u'State and local government operations', u'Strategic materials and reserves', u'Tariffs', u'Tax administration and collection, taxpayers', u'Tax-exempt organizations', u'Taxation', u'Telephone and wireless communication', u'Trade agreements and negotiations', u'Trade restrictions', u'Transportation employees', u'U.S. Capitol', u'U.S. and foreign investments', u'Wages and earnings', u'Water quality', u'Wetlands', u'Wildlife conservation and habitat protection', u'Youth employment and child labor']",Amendment to H.R. 1314,"May 18, 2015,  05:30 PM",Amendment Rejected
181,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,"[u'Accounting and auditing', u'Administrative law and regulatory procedures', u'Administrative remedies', u'Advisory bodies', u'Agricultural insurance', u'Agricultural prices, subsidies, credit', u'Agricultural trade', u'Air quality', u'Appropriations', u'Arab-Israeli relations', u'Arctic and polar regions', u'Asia', u'Aviation and airports', u'Budget deficits and national debt', u'Budget process', u'Civil actions and liability', u'Competitiveness, trade promotion, trade deficits', u'Congressional committees', u'Congressional operations and organization', u'Congressional oversight', u'Corporate finance and management', u'Crime victims', u'Criminal investigation, prosecution, interrogation', u'Currency', u'Customs enforcement', u'Debt collection', u'Defense spending', u'Department of the Treasury', u'Digital media', u'Disability assistance', u'Economic performance and conditions', u'Economics and Public Finance', u'Employee benefits and pensions', u'Employment discrimination and employee rights', u'Endangered and threatened species', u'Energy storage, supplies, demand', u'Environmental assessment, monitoring, research', u'Environmental regulatory procedures', u'Environmental technology', u'Europe', u'European Union', u'Evidence and witnesses', u'Executive agency funding and structure', u'Federal Communications Commission (FCC)', u'Federal officials', u'Fires', u'First responders and emergency personnel', u'Food supply, safety, and labeling', u'Fraud offenses and financial crimes', u'Free trade and trade barriers', u'Government employee pay, benefits, personnel management', u'Government ethics and transparency, public corruption', u'Government information and archives', u'Government trust funds', u'Home and outpatient care', u'Hospital care', u'House Committee on Ways and Means', u'House of Representatives', u'Human rights', u'Income tax exclusion', u'Inflation and prices', u'Intellectual property', u'Internal Revenue Service (IRS)', u'International monetary system and foreign exchange', u'International organizations and cooperation', u'Internet and video services', u'Israel', u'Judges', u'Judicial review and appeals', u'Labor standards', u'Law enforcement officers', u'Legislative rules and procedure', u'Licensing and registrations', u'Manufacturing', u'Marine and coastal resources, fisheries', u'Marine pollution', u'Medicaid', u'Medical tests and diagnostic methods', u'Medicare', u'Middle East', u'Military operations and strategy', u'Office of the U.S. Trade Representative', u'Oil and gas', u'Personnel records', u'Poverty and welfare assistance', u'Prescription drugs', u'Presidents and presidential powers, Vice Presidents', u'Public participation and lobbying', u'Railroads', u'Religion', u'Research administration and funding', u'Research and development', u'Rule of law and government transparency', u'Rural conditions and development', u'Sanctions', u'Seafood', u'Senate Committee on Finance', u'Senate Committee on the Budget', u'Separation, divorce, custody, support', u'Service industries', u'Small business', u'Social Security Administration', u'Social security and elderly assistance', u'Sovereignty, recognition, national governance and status', u'State and local government operations', u'Strategic materials and reserves', u'Tariffs', u'Tax administration and collection, taxpayers', u'Tax-exempt organizations', u'Taxation', u'Telephone and wireless communication', u'Trade agreements and negotiations', u'Trade restrictions', u'Transportation employees', u'U.S. Capitol', u'U.S. and foreign investments', u'Wages and earnings', u'Water quality', u'Wetlands', u'Wildlife conservation and habitat protection', u'Youth employment and child labor']",Amendment to H.R. 1314,"May 18, 2015,  06:05 PM",Amendment Agreed to
182,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Yea,Yea,Nay,Yea,Nay,Nay,Yea,Nay,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Nay,Nay,Nay,Nay,Yea,Yea,Yea,Yea,Yea,Nay,Nay,Yea,Yea,Nay,Nay,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Nay,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Nay,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Nay,Nay,Yea,Nay,Nay,Yea,Nay,Yea,Yea,Yea,Yea,Nay,Yea,Nay,Yea,Nay,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Nay,"[u'Accounting and auditing', u'Administrative law and regulatory procedures', u'Administrative remedies', u'Advisory bodies', u'Agricultural insurance', u'Agricultural prices, subsidies, credit', u'Agricultural trade', u'Air quality', u'Appropriations', u'Arab-Israeli relations', u'Arctic and polar regions', u'Asia', u'Aviation and airports', u'Budget deficits and national debt', u'Budget process', u'Civil actions and liability', u'Competitiveness, trade promotion, trade deficits', u'Congressional committees', u'Congressional operations and organization', u'Congressional oversight', u'Corporate finance and management', u'Crime victims', u'Criminal investigation, prosecution, interrogation', u'Currency', u'Customs enforcement', u'Debt collection', u'Defense spending', u'Department of the Treasury', u'Digital media', u'Disability assistance', u'Economic performance and conditions', u'Economics and Public Finance', u'Employee benefits and pensions', u'Employment discrimination and employee rights', u'Endangered and threatened species', u'Energy storage, supplies, demand', u'Environmental assessment, monitoring, research', u'Environmental regulatory procedures', u'Environmental technology', u'Europe', u'European Union', u'Evidence and witnesses', u'Executive agency funding and structure', u'Federal Communications Commission (FCC)', u'Federal officials', u'Fires', u'First responders and emergency personnel', u'Food supply, safety, and labeling', u'Fraud offenses and financial crimes', u'Free trade and trade barriers', u'Government employee pay, benefits, personnel management', u'Government ethics and transparency, public corruption', u'Government information and archives', u'Government trust funds', u'Home and outpatient care', u'Hospital care', u'House Committee on Ways and Means', u'House of Representatives', u'Human rights', u'Income tax exclusion', u'Inflation and prices', u'Intellectual property', u'Internal Revenue Service (IRS)', u'International monetary system and foreign exchange', u'International organizations and cooperation', u'Internet and video services', u'Israel', u'Judges', u'Judicial review and appeals', u'Labor standards', u'Law enforcement officers', u'Legislative rules and procedure', u'Licensing and registrations', u'Manufacturing', u'Marine and coastal resources, fisheries', u'Marine pollution', u'Medicaid', u'Medical tests and diagnostic methods', u'Medicare', u'Middle East', u'Military operations and strategy', u'Office of the U.S. Trade Representative', u'Oil and gas', u'Personnel records', u'Poverty and welfare assistance', u'Prescription drugs', u'Presidents and presidential powers, Vice Presidents', u'Public participation and lobbying', u'Railroads', u'Religion', u'Research administration and funding', u'Research and development', u'Rule of law and government transparency', u'Rural conditions and development', u'Sanctions', u'Seafood', u'Senate Committee on Finance', u'Senate Committee on the Budget', u'Separation, divorce, custody, support', u'Service industries', u'Small business', u'Social Security Administration', u'Social security and elderly assistance', u'Sovereignty, recognition, national governance and status', u'State and local government operations', u'Strategic materials and reserves', u'Tariffs', u'Tax administration and collection, taxpayers', u'Tax-exempt organizations', u'Taxation', u'Telephone and wireless communication', u'Trade agreements and negotiations', u'Trade restrictions', u'Transportation employees', u'U.S. Capitol', u'U.S. and foreign investments', u'Wages and earnings', u'Water quality', u'Wetlands', u'Wildlife conservation and habitat protection', u'Youth employment and child labor']",Amendment to H.R. 1314,"May 21, 2015,  10:18 AM",Cloture Motion Agreed to
183,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,[],PN20,"May 21, 2015,  05:03 PM",Nomination Confirmed
184,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,[],PN19,"May 21, 2015,  05:27 PM",Nomination Confirmed
